LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,label,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,0,39.21,1.5,88.22,0.02,17,0.67,4.9,58.81,1,0,0,2,0.11,8,9,8,3,9,0,5,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,9,1,3,0,12,5,0.71,2,0,5,1,15,4,0.75,4,2,6.95,27.62,5307.06,0.06,47,0.04,294.84,192.11,0.8,5,8,12,0.5,17,30,4,13,10,42.86,7,0,5,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,13.18,5.25,363.24,0.02,20,0.19,20.18,69.19,1,0,0,2,0.25,6,14,4,7,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,11.3,6.13,423.78,0.02,20,0.16,23.54,69.19,1,0,0,3,0.25,7,13,4,7,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,0,0
0,1,0,0,1,0,1,0.5,0,0,1,1,1,1,0,2,0,9.9,3.33,110,0.01,11,0.3,6.11,33,1,0,0,2,0.2,4,7,3,5,5,33.33,2,0,0,0
1,3,1,0,0,4,2,0.33,2,0,2,1,5,1,0,6,0,5.89,7,288.46,0.01,13,0.14,16.03,41.21,0.5,1,2,5,0.22,4,9,2,7,9,0,6,0,0,0
1,1,1,0,3,0,1,0.25,0,0,1,1,2,1,0,4,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,3,0.1,4,6,4,5,10,42.86,4,0,1,1
4,5,4,1,5,8,3,0.18,4,0,2,0.67,13,1,0,16,0,31.18,7.94,1967.92,0.08,50,0.13,109.33,247.71,0.33,2,4,12,0.11,22,28,18,13,28,27.27,17,0,1,0.33
3,9,4,1,3,14,5,0.17,6,0,1,0.2,20,4,0.75,29,0,51.46,7.91,3218.98,0.14,80,0.13,178.83,407,0.8,4,7,17,0.13,29,51,22,12,38,12.12,30,1,2,0.4
12,23,5,5,16,36,12,0.2,14,0,5,0.42,45,7,0.55,54,0,66.71,20.22,27279.99,0.45,224,0.05,1515.55,1349.01,0.58,11,18,35,0.13,91,133,45,20,89,28,59,0,5,0.42
2,3,1,0,2,4,2,0.15,2,0,2,1,7,1,0,13,0,26.05,4.55,539.34,0.04,29,0.22,29.96,118.54,0.5,1,2,7,0.11,13,16,10,7,19,13.33,13,0,2,1
1,3,0,0,2,4,2,0.18,2,0,1,0.5,6,1,0,11,0,30.17,4.2,532.19,0.04,31,0.24,29.57,126.71,0.5,1,2,6,0.13,12,19,10,7,16,15.38,11,0,0,0
2,3,2,1,1,4,2,0.18,2,0,2,1,6,1,0,10,0,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,0.5,1,2,6,0.13,8,13,6,7,16,16.67,11,0,1,0.5
10,43,6,6,10,72,22,0.22,30,0,3,0.14,84,10,0.43,95,0,124.6,22.77,64628.74,0.95,435,0.04,3590.49,2837.75,0.45,21,36,64,0.18,154,281,71,21,123,14.41,101,1,2,0.09
5,15,4,1,9,26,8,0.17,12,0,2,0.25,33,3,0.29,45,0,56.18,10.75,6492.35,0.2,112,0.09,360.69,603.94,0.38,7,13,27,0.13,43,69,28,14,62,18.18,46,0,4,0.5
4,93,6,2,5,184,47,0.2,92,0,2,0.04,230,1,0,230,0,287.47,19.11,104930.94,1.83,818,0.05,5829.5,5492.25,0.02,46,92,185,0.19,363,455,95,10,243,2.95,232,1,46,0.98
2,3,8,0,10,4,2,0.1,2,0,2,1,16,1,0,20,0,25.53,14.62,5460.2,0.12,85,0.07,303.34,373.35,0.5,1,2,16,0.06,39,46,12,9,34,33.33,20,0,2,1
1,1,1,0,0,0,1,0.02,0,0,1,1,2,1,0,59,0,480.28,2.85,3901.07,0.46,229,0.35,216.73,1368.8,1,0,0,3,0.02,114,115,60,3,61,0,59,1,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,0,39.21,1.5,88.22,0.02,17,0.67,4.9,58.81,1,0,0,2,0.11,8,9,8,3,9,0,5,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,9,1,3,0,12,5,0.71,2,0,5,1,15,4,0.75,4,2,6.95,27.62,5307.06,0.06,47,0.04,294.84,192.11,0.8,5,8,12,0.5,17,30,4,13,10,42.86,7,0,5,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,13.18,5.25,363.24,0.02,20,0.19,20.18,69.19,1,0,0,2,0.25,6,14,4,7,4,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
3,13,5,1,13,20,7,0.24,8,0,2,0.29,25,1,0,28,0,44.37,12.8,7269.13,0.19,106,0.08,403.84,567.9,0.14,6,10,20,0.14,40,66,25,16,49,33.33,29,1,7,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,11.3,6.13,423.78,0.02,20,0.16,23.54,69.19,1,0,0,3,0.25,7,13,4,7,4,0,2,0,0,0
6,43,0,21,12,68,22,0.23,26,0,1,0.05,69,17,0.76,73,0,31.02,36.21,40675.75,0.37,219,0.03,2259.76,1123.31,0.77,21,34,49,0.19,86,133,19,16,114,31.13,94,1,12,0.55
4,29,4,1,2,56,15,0.21,28,0,2,0.13,69,1,0,70,0,70.43,20.11,28480,0.47,261,0.05,1582.22,1416.26,0.07,14,28,56,0.19,117,144,32,11,79,4.11,71,0,15,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,0,1,1
0,1,3,0,0,0,1,0.04,0,0,1,1,10,1,0,27,0,29.42,8.5,2125.35,0.08,64,0.12,118.07,250.04,1,0,0,11,0.04,34,30,10,5,28,0,27,1,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
